date,content,url
2025-09-01 08:18:00,月末复盘这个月大行情很好，但是据我所知，很多短线选手这个月还是亏钱的，不过个人觉得股市向来7亏2平1赚，大多数人赚钱时你亏钱不可怕，但是如果大多数人亏钱的时候你依然没有赚钱，那说明你的模式是有问题的月末复盘内容比较多，没有什么数值分析，主要是根据帖子里拨佬的之前发言，有一些短线感悟1 看长做短：短线做的是消息发酵的预期，要信早信，可以后信，但不能真信。比如吉视传媒和日丰股份，吉视传媒预期在731上映前一直在，日丰主要是华为还没上市的手机液冷，如果没有看长的预期，那这些短期振幅就会把人甩下车，但是这个预期不是股票的预期，而是消息的预期，千万不能真正跟股票谈恋爱，比如花生，8.4号开始建仓，8.19清仓，没怎么做t利润也是一倍多，那主力的成本只会更低，按三个跌停板也还是赚的，花生这种票周一肯定还会有人去捞，董事自己都不信，但有人是真信了，死也要死在龙头上比如纯种柯基，四十多的时候，雪球就开始吹，跌到三十多了，你没有信它是英伟达的供应商，涨到120了，你开始相信他们和老黄家联姻，那宝贵的筹码就派发给你。黄昏见证真正的信徒，大A短线都是消息的套利，不要夹头。回到九月，九月消息发酵的预期就是降息和消费电子新品发布，那么要信也得信消费电子和有色金属再看整年，科技年发酵的预期还是人工智能和机器人相关消息，那么现在去信还在低位的机器人和人工智能似乎也没问题。2 聚焦核心：热门板块中近期最强的票，抗分歧能力最强的就是核心，该弱不弱就是强，如果买稳定币，就要买中油资本，如果买稀土，就要买北方稀土，如果买液冷，就要买英维克，如果买芯片，就要买寒武纪，买脑机，就要买岩山科技，买固态，就要买国轩高科，恐高是人性，但核心大哥都扛不住分歧的话，那后排小弟又有什么用3 竞价为锚：昨天一切美好的幻想都要根据早晨竞价回归现实，竞价没量，就说明资金关注度至少在竞价阶段没有在这个票上4 跟随赚钱效应：月初开始，赚钱效应就在科技趋势大票，跟随赚钱效应，就是跟随大资金做大票，但是现在新的一个月开始了，业绩线基本结束，垃圾小票是不是又有机会了，炒作风向是否有变化还要再观察5二波不是不能做，但是二波之前的洗盘不会短，只有确定箱体突破时的确定性二波才有价值，比如1进2上车成飞，所以可以将一直横盘的前期龙头放入自选观察周末目前为止发酵消息最多的是阿里巴巴芯片，相关概念股很多，而且也有许多大票，上车机会很多，比较考验选票能力，可以考虑一些前期一直横盘的dpsk概念龙头，毕竟这一波芯片行情的起爆点就是dpsk支持fp8，那下次会不会就是dpsk r2了？如果发布了dpsk r2，最受益的概念是什么？九月除了科技和消费电子，比较有确定性的则是美联储降息，除了利好科技股，也利好贵金属和有色，找了一下均线多头、贵金属概念、业绩预增、还有重组预期的票，找到一个湖金，而且这个票在上周发生了安全生产事故有停产利空，但是承接非常好完全跌不下去，可以作为中线持股,https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=13
2025-09-01 11:44:00,今天买入 美格智能 电科数字和湖南黄金都是复盘说过的其他就在龙头里面做t拓维中油利欧岩山,https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=13
2025-09-01 11:55:00,"[b]Reply to [pid=838332946,44279886,1951]Reply[/pid] Post by [uid=64350127]Doufi[/uid] (2025-09-01 11:52)[/b]30日线反弹没毛病",https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=13
2025-09-01 11:56:00,"[b]Reply to [pid=838322842,44279886,1949]Reply[/pid] Post by [uid=61272875]whalej[/uid] (2025-09-01 10:56)[/b]我觉得是买点不过今天是放量阴线明天还有低点",https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=13
2025-09-01 11:58:00,"[b]Reply to [pid=838306993,44279886,1942]Reply[/pid] Post by [uid=12467316]拨小弦[/uid] (2025-09-01 09:18)[/b]我也在这些概念里面找了几个还没咋涨的小金属：中科三环黄金：湖南黄金金融/油：中油资本",https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=13
2025-09-01 12:45:00,"[b]Reply to [pid=838339839,44279886,1951]Reply[/pid] Post by [uid=62462349]卢自来[/uid] (2025-09-01 12:41)[/b]要干就干最强的稳定币目前最强是中油",https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=14
2025-09-01 15:48:00,周末复盘选出的湖南黄金今日走势不错。花生也如预想一样有人来捞，并最终回落。龙头里面、中油、利欧、吉视、恒宝都走的不错，但是电科走的非常不及预期，相关概念基本全红，但是它却是放量中阴线，所以明天预计是低开，下面就看十日线是否有承接。,https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=14
2025-09-01 22:29:00,0901复盘周末复盘选出的湖南黄金今日走势不错。花生也如预想一样有人来捞，并最终回落。龙头里面、中油、利欧、吉视、恒宝都走的不错，但是电科走的非常不及预期，相关概念基本全红，但是它却是放量中阴线，所以明天预计是低开，下面就看十日线是否有承接。今日情绪回暖，明日预期是分歧，值得一提的是芯片算力今日盘中就完成了分歧转一致，那明天或许可以延续趋势今日涨停家数超过100，而大票开始出现了滞胀，再加上天普一字7板破局，或许这个月的短线模式会回到小票连板风格。趋势股之前复盘的很多，只要没破五日线都有预期，而连板重点关注三维通信,https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=14
2025-09-02 11:31:00,0902复盘上上午杀得比较狠，还是那句话，万亿的量能，就6家跌停，杀的不会是散户，接的也不会是散户不过日内短线资金就会聚焦当日抗分歧能力较强的亮眼品种，套利明日预期目前看比较强的：通富微电 华胜天成 三维通信至于帖子里有人说的湖金，我是昨天开盘前说的，昨天去的怎么也不大可能亏钱吧倒是电科数字，虽然概念很好，之前走势也不错，但是仔细一看发现还是上海老庄，昨天大盘好放量砸，今天大盘不好也放量砸，两天砸回去，短线会很难受后续我还是尽量不要在帖子里点票了，一方面nga也是影响力比较大的论坛，可能会被观测，另一方面让兄弟们亏了钱确实压力也很大，后续复盘以分析情绪和短线风格为主,https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=14
2025-09-02 15:21:00,0902复盘中今天杀这么狠，个人理解就是基于一个共识：明天指数不会跌，那要稳指数，最简单的就是拉银行，所以资金都去银行埋伏了，其他板块自然就被抽血了但是羊毛是那么好薅的吗？明天指数和情绪都看修复修复到哪些个股就说不准了又是考验选股审美的一天,https://nga.178.com/read.php?tid=44279886&authorid=66662897&page=14
